Id;CodeEcole2;Ecole;CodeProvinceEducationnelle;ProvinceEduc;CodeAnnee;Annee;CodeOption;Option;PartTot;PartH;PartF;ReussTot;ReussH;ReussF;TypeEcole
27817;81005021;COMPLEXE SCOLLEGEAIRE EDEN;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;33;22;11;11;6;5;NON-CONVENTIONNEE
27818;81005036;COMPLEXE SCOLLEGEAIRE LA BENEDICTE;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;47;31;16;16;9;7;PROTESTANT
27819;81005047;COLLEGEEGE CA MARCHE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
27820;81006017;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;6;4;2;2;1;1;PRIVEE AGREE
27821;81006027;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
27822;81006036;AUTODIDACTES;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;15;10;5;5;3;2;PROTESTANT
27823;81007017;COMPLEXE SCOLLEGEAIRE LOSA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PRIVEE AGREE
27824;81007027;INSAINTITUTITUT MUKOKO;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PRIVEE AGREE
27825;81007036;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PROTESTANT
27826;81007046;COLLEGEEGE BON PASAINTEUR;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PROTESTANT
27827;81008012;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;CATHOLIQUE
27828;81008027;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PRIVEE AGREE
27829;81008036;COMPLEXE SCOLLEGEAIRE LUSI;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PROTESTANT
27830;81009017;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
27831;81010017;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
27832;81010022;INSAINTITUTITUT BILENGE 4;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;27;18;9;9;5;4;CATHOLIQUE
27833;81011017;;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;45;30;15;15;8;7;PRIVEE AGREE
27834;81011027;COLLEGEEGE SAINTE TRINITE;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;39;26;13;13;7;6;PRIVEE AGREE
27835;81012019;COMPLEXE SCOLLEGEAIREPASAINTEUR KANGUDI;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;63;42;21;21;12;9;ADVENTISTE
27836;81012021;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;12;8;4;4;2;2;NON-CONVENTIONNEE
27837;81012037;INSAINTITUTITUT EBEN EZER;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;36;24;12;12;7;5;PRIVEE AGREE
27838;81013012;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5;CATHOLIQUE
27839;81013027;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;45;30;15;15;8;7;PRIVEE AGREE
27840;81014017;COMPLEXE SCOLLEGEAIRE BALENOTRE DAMEA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;24;16;8;8;4;4;PRIVEE AGREE
27841;81015016;COMPLEXE SCOLLEGEAIRE ELONGA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PROTESTANT
27842;81015020;COMPLEXE SCOLLEGEAIRE NOTRE DAMEUNGE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;AUTODIDACTE
27843;81016012;INSAINTITUTITUT KUBAL;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;59;39;20;20;11;9;CATHOLIQUE
27844;81016026;INSAINTITUTITUT LUBUDI 2;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
27845;81017012;INSAINTITUTITUT MONGO;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;48;32;16;16;9;7;CATHOLIQUE
27846;81018016;AUTODIDACTES;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;27;18;9;9;5;4;PROTESTANT
27847;81018026;COMPLEXE SCOLLEGEAIRE LALA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5;PROTESTANT
27848;81018036;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PROTESTANT
27849;81018049;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;1;1;0;0;0;0;ADVENTISTE
27850;81019017;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PRIVEE AGREE
27851;81019026;GROUPE SCOLLEGEAIRE PAPA KUBA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0;PROTESTANT
27852;81019037;INSAINTITUTITUT REVERENOTRE DAMEERENOTRE DAME PAKU NIANGA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;39;26;13;13;7;6;PRIVEE AGREE
27853;81019046;INSAINTITUTITUT TECHNIQUE COMMERCIAL NLEMBAMI;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PROTESTANT
27854;81019056;ISCOM KISENSO;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;PROTESTANT
27855;81019060;COLLEGEEGE BOYOKANI;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;AUTODIDACTE
27856;81020017;COLLEGEEGE LA PROSPERITE 2;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PRIVEE AGREE
27857;81020027;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
27858;81020035;COLLEGEEGE SAINTE MARTINE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;ISLAMIQUE
27859;81020047;COMPLEXE SCOLLEGEAIRE DORA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;11;7;4;4;2;2;PRIVEE AGREE
27860;81021012;COMPLEXE SCOLLEGEAIREPASAINTEUR MOZART;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0;CATHOLIQUE
27861;81022012;COMPLEXE SCOLLEGEAIRE SAGESSE;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;3;2;1;1;1;0;CATHOLIQUE
27862;81023012;INSAINTITUTITUT DE LA COLLEGEINE;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;45;30;15;15;8;7;CATHOLIQUE
27863;81024017;INSAINTITUTITUT MABWIDI;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;11;7;4;4;2;2;PRIVEE AGREE
27864;81024026;INSAINTITUTITUT MUKONOTRE DAMEA;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;27;18;9;9;5;4;PROTESTANT
27865;81025011;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;53;35;18;18;10;8;NON-CONVENTIONNEE
27866;81026014;;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;21;14;7;7;4;3;KIMBANGUISTE
27867;81029011;COMPLEXE SCOLLEGEAIRE MAMAN PEMBA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;55;37;18;18;10;8;NON-CONVENTIONNEE
27868;81029026;COMPLEXE SCOLLEGEAIRE PAPA MKD;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;30;20;10;10;6;4;PROTESTANT
27869;81029036;GROUPE SCOLLEGEAIRE LES ARGUS;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;25;17;8;8;4;4;PROTESTANT
27870;81029040;INSAINTITUTITUT BIKANGA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3;AUTODIDACTE
27871;81030016;INSAINTITUTITUT MBUNGU;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PROTESTANT
27872;81030026;COLLEGEEGE KIMBOKO;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;PROTESTANT
27873;81031016;COLLEGEEGE LES AMIS DE LA REUSSIT;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PROTESTANT
27874;81031020;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;AUTODIDACTE
27875;81031036;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PROTESTANT
27876;81032014;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;KIMBANGUISTE
27877;81033016;COMPLEXE SCOLLEGEAIRE MANOTRE DAMEELA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
27878;81033026;COMPLEXE SCOLLEGEAIRE MANOTRE DAMEELA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;24;16;8;8;4;4;PROTESTANT
27879;81034014;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;35;23;12;12;7;5;KIMBANGUISTE
27880;81034026;INSAINTITUTITUT AIME CESAIRE;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;37;25;12;12;7;5;PROTESTANT
27881;81034032;COLLEGEEGE LES 3 ADONIS;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4;CATHOLIQUE
27882;81035011;COMPLEXE SCOLLEGEAIRE LES MARQUIS;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;18;12;6;6;3;3;NON-CONVENTIONNEE
27883;81035026;COMPLEXE SCOLLEGEAIRE CHRISAINT - ROI;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;33;22;11;11;6;5;PROTESTANT
27884;81036016;INSAINTITUTITUT MAMBO;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;1;1;0;0;0;0;PROTESTANT
27885;81036026;LYCEE JULIE BILLIART;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;5;3;2;2;1;1;PROTESTANT
27886;81036034;COLLEGEEGE MARAKENA;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;60;40;20;20;11;9;KIMBANGUISTE
27887;81037016;GROUPE SCOLLEGEAIRE KALAMBA;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4;PROTESTANT
27888;81037021;GROUPE SCOLLEGEAIRE LEROUGE SCHOOL;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;31;21;10;10;6;4;NON-CONVENTIONNEE
27889;81037030;GROUPE SCOLLEGEAIRE SAINTE THERESE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;11;7;4;4;2;2;AUTODIDACTE
27890;81039012;INSAINTITUTITUT CARMEN SALLES;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;CATHOLIQUE
27891;81039026;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;PROTESTANT
27892;81039032;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;CATHOLIQUE
27893;81040014;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;KIMBANGUISTE
27894;81041012;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;23;15;8;8;4;4;CATHOLIQUE
27895;81042017;COMPLEXE SCOLLEGEAIRELA BORNE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;PRIVEE AGREE
27896;81043012;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;7;5;2;2;1;1;CATHOLIQUE
27897;81043036;INSAINTITUTITUT TECHNIQUE TUZOLANA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PROTESTANT
27898;81043050;INSAINTITUTITUT LUWAWANU 1;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;AUTODIDACTE
27899;81044016;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PROTESTANT
27900;81044022;AUTODIDACTES;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;CATHOLIQUE
27901;81045012;INSAINTITUTITUT BOMA MUNGU 2;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;13;9;4;4;2;2;CATHOLIQUE
27902;81045022;COMPLEXE SCOLLEGEAIRE NTOBIMETA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;CATHOLIQUE
27903;81046016;INSAINTITUTITUT TUZOLASANA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;30;20;10;10;6;4;PROTESTANT
27904;81047012;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;48;32;16;16;9;7;CATHOLIQUE
27905;81048016;COMPLEXE SCOLLEGEAIRE SAINT JOSEPH;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PROTESTANT
27906;81049016;INSAINTITUTITUT TSITU NZOBE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;33;22;11;11;6;5;PROTESTANT
27907;81050016;AUTODIDACTES;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;PROTESTANT
27908;81051016;INSAINTITUTITUT MBANGA;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;113;75;38;38;21;17;PROTESTANT
27909;81051020;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;18;12;6;6;3;3;AUTODIDACTE
27910;81051030;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;AUTODIDACTE
27911;81052016;;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;PROTESTANT
27912;81053017;COMPLEXE SCOLLEGEAIRELA BORNEMUANOTRE DAMEA;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;9;6;3;3;2;1;PRIVEE AGREE
27913;81053027;COMPLEXE SCOLLEGEAIRE TSIMBA;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;5;3;2;2;1;1;PRIVEE AGREE
27914;81053036;COMPLEXE SCOLLEGEAIRE MAKAYA LEZI;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;3;2;1;1;1;0;PROTESTANT
27915;81053047;INSAINTITUTITUT 1 TOMISA LUZINGU;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;61;41;20;20;11;9;PRIVEE AGREE
27916;81053051;COLLEGEEGE MAS LE SAVANT;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;NON-CONVENTIONNEE
27917;81054016;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;41;27;14;14;8;6;PROTESTANT
27918;81054024;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;37;25;12;12;7;5;KIMBANGUISTE
27919;81055016;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5;PROTESTANT
27920;81056017;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5;PRIVEE AGREE
27921;81057016;INSAINTITUTITUT BON MARCHE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
27922;81057026;LYCEE MARIAL;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0;PROTESTANT
27923;81057036;INSAINTITUTITUT LONOTRE DAMEE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PROTESTANT
27924;81058017;COMPLEXE SCOLLEGEAIRE LA REDEMPTIO;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;21;14;7;7;4;3;PRIVEE AGREE
27925;81058027;;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;67;45;22;22;12;10;PRIVEE AGREE
27926;81058036;;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;53;35;18;18;10;8;PROTESTANT
27927;81058046;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;53;35;18;18;10;8;PROTESTANT
27928;81059017;INSAINTITUTITUT MANOTRE DAMEANGAMANGA;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;9;6;3;3;2;1;PRIVEE AGREE
27929;81060017;COMPLEXE SCOLLEGEAIRE BOBOTO 2;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;63;42;21;21;12;9;PRIVEE AGREE
27930;81060027;COMPLEXE SCOLLEGEAIRE MONT TSHIKENGE/LA CADETTE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;PRIVEE AGREE
27931;81060036;COLLEGEEGE DE LA SAGESSE;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PROTESTANT
27932;81060046;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;12;8;4;4;2;2;PROTESTANT
27933;81060056;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PROTESTANT
27934;81061017;COMPLEXE SCOLLEGEAIREMAS LE SAVANT 1;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;42;28;14;14;8;6;PRIVEE AGREE
27935;81061029;;81;KASAI-CENTRAL 1;2;2020;101;LATIN-PHILOSOPHIE;27;18;9;9;5;4;ADVENTISTE
27936;81061036;COMPLEXE SCOLLEGEAIRELA BONNE SEMENCE 2;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1;PROTESTANT
27937;81061046;;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;5;3;2;2;1;1;PROTESTANT
27938;81062017;GROUPE SCOLLEGEAIRE RELAX INTERNATIONAL SCHOOL;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
27939;81062027;COLLEGEEGE DON PETI PETI;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;30;20;10;10;6;4;PRIVEE AGREE
27940;81062036;COLLEGEEGE JEFFERY;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;12;8;4;4;2;2;PROTESTANT
27941;81063016;INSAINTITUTITUT MONSEIGNEUR NOTRE DAMEUDI 2;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PROTESTANT
27942;81064016;COMPLEXE SCOLLEGEAIRE BON BERGER;81;KASAI-CENTRAL 1;2;2020;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;PROTESTANT
27943;81064026;INSAINTITUTITUT KIMPUANZA;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;3;2;1;1;1;0;PROTESTANT
27944;81065016;AUTODIDACTES;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;9;6;3;3;2;1;PROTESTANT
27945;81066016;;81;KASAI-CENTRAL 1;2;2020;102;MATHEMATIQUE-PHYSIQUE;7;5;2;2;1;1;PROTESTANT
27946;81067016;INSAINTITUTITUT KIKIONGA NGOMA;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;21;14;7;7;4;3;PROTESTANT
27947;81067022;INSAINTITUTITUT MANOTRE DAMEU;81;KASAI-CENTRAL 1;2;2020;201;PEDAGOGIE GENERALE;6;4;2;2;1;1;CATHOLIQUE
27948;11002017;INSAINTITUTITUT MBATA - MAKONGO;11;KINSHASA-MONT AMBA;2;2020;301;COMMERCIALE ET GESTION;12;8;4;4;2;2;PRIVEE AGREE
27949;12002027;INSAINTITUTITUT VUVU;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;39;26;13;13;7;6;PRIVEE AGREE
27950;12002037;INSAINTITUTITUT MBATA - BANGA;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;45;30;15;15;8;7;PRIVEE AGREE
27951;12002045;INSAINTITUTITUT BAKISI;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;11;7;4;4;2;2;ISLAMIQUE
27952;12002057;INSAINTITUTITUT MBATA NTOMBO;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;37;25;12;12;7;5;PRIVEE AGREE
27953;12002066;;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;27;18;9;9;5;4;PROTESTANT
27954;12002071;COLLEGE PASAINTEUR MARTIN LUTHER KIN;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;21;14;7;7;4;3;NON-CONVENTIONNEE
27955;12002087;;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;35;23;12;12;7;5;PRIVEE AGREE
27956;12003012;INSAINTITUTITUT LUENGISA;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;49;33;16;16;9;7;CATHOLIQUE
27957;12003022;COLLEGEEGE KASA - VUBU;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;23;15;8;8;4;4;CATHOLIQUE
27958;12003032;AUTODIDACTES;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;17;11;6;6;3;3;CATHOLIQUE
27959;12003047;COMPLEXE SCOLLEGEAIRE SAINT JOSEPH;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;24;16;8;8;4;4;PRIVEE AGREE
27960;12003057;COMPLEXE SCOLLEGEAIRE MARDOLI;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
27961;12003062;COMPLEXE SCOLLEGEAIRE LA CLOCHE;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;CATHOLIQUE
27962;12004017;INSAINTITUTITUT KIKIAKA;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
27963;12004027;INSAINTITUTITUT LA SAGESSE 2;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;39;26;13;13;7;6;PRIVEE AGREE
27964;12004037;INSAINTITUTITUT LE HAVRE DE PAIX;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4;PRIVEE AGREE
27965;12004047;;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;54;36;18;18;10;8;PRIVEE AGREE
27966;12004057;LYCEE DE KANGU;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;18;12;6;6;3;3;PRIVEE AGREE
27967;12004067;INSAINTITUTITUT NSIONI 3;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
27968;12007017;COMPLEXE SCOLLEGEAIRE MONT THABOR;12;KINSHASA-FUNA;2;2020;102;MATHEMATIQUE-PHYSIQUE;29;19;10;10;6;4;PRIVEE AGREE
27969;12007021;;12;KINSHASA-FUNA;2;2020;301;COMMERCIALE ET GESTION;39;26;13;13;7;6;NON-CONVENTIONNEE
27970;12007037;LYCEE VUVU -KIETO;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;25;17;8;8;4;4;PRIVEE AGREE
27971;12007047;;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;13;9;4;4;2;2;PRIVEE AGREE
27972;12007057;;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;19;13;6;6;3;3;PRIVEE AGREE
27973;12007067;INSAINTITUTITUT LUVU;12;KINSHASA-FUNA;2;2020;301;COMMERCIALE ET GESTION;1;1;0;0;0;0;PRIVEE AGREE
27974;12007077;;12;KINSHASA-FUNA;2;2020;301;COMMERCIALE ET GESTION;12;8;4;4;2;2;PRIVEE AGREE
27975;12008017;;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;3;2;1;1;1;0;PRIVEE AGREE
27976;12008027;INSAINTITUTITUT ZOLANA;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;1;1;0;0;0;0;PRIVEE AGREE
27977;12011017;INSAINTITUTITUT KIMPA VITA 3;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;63;42;21;21;12;9;PRIVEE AGREE
27978;12011027;AUTODIDACTES;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;49;33;16;16;9;7;PRIVEE AGREE
27979;12011037;COMPLEXE SCOLLEGEAIRELA GRACE;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;31;21;10;10;6;4;PRIVEE AGREE
27980;12011047;INSAINTITUTITUT SUNGU;12;KINSHASA-FUNA;2;2020;101;LATIN-PHILOSOPHIE;47;31;16;16;9;7;PRIVEE AGREE
27981;12011057;INSAINTITUTITUT SAINT CHARLES LWANGA;12;KINSHASA-FUNA;2;2020;201;PEDAGOGIE GENERALE;33;22;11;11;6;5;PRIVEE AGREE
